Unnamed: 0,1. Wikipedia movie ID,2. Freebase movie ID,3. Movie name,4. Movie release date,5. Movie box office revenue,6. Movie runtime,7. Movie languages (Freebase ID:name tuples),8. Movie countries (Freebase ID:name tuples),9. Movie genres (Freebase ID:name tuples),bechdel_score,Entity,Year,Code,Human Development Index,Gender Inequality Index
14547,27930967,/m/09vq1kn,Crush,2009-06-13,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/02n4kr"": ""Mystery""}",1,Australia,2009,AUS,0.921,0.135
14547,27930967,/m/09vq1kn,Crush,2009-06-13,,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/0fdjb"": ""Supernatural"", ""/m/02n4kr"": ""Mystery""}",1,New Zealand,2009,NZL,0.919,0.175
14548,35566624,/m/0js8wph,Beyond the Hills,2012-05-19,,152.0,"{""/m/02hxc3j"": ""Romanian Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/06c1y"": ""Romania""}","{""/m/07s9rl0"": ""Drama""}",3,France,2012,FRA,0.882,0.111
14548,35566624,/m/0js8wph,Beyond the Hills,2012-05-19,,152.0,"{""/m/02hxc3j"": ""Romanian Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/06c1y"": ""Romania""}","{""/m/07s9rl0"": ""Drama""}",3,Belgium,2012,BEL,0.915,0.085
14548,35566624,/m/0js8wph,Beyond the Hills,2012-05-19,,152.0,"{""/m/02hxc3j"": ""Romanian Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/06c1y"": ""Romania""}","{""/m/07s9rl0"": ""Drama""}",3,Romania,2012,ROU,0.805,0.326
14566,571311,/m/02r6sh,An Angel at My Table,1990-09-05,1054638.0,158.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3mws"": ""Biopic [feature]""}",3,Australia,1990,AUS,0.865,0.185
14566,571311,/m/02r6sh,An Angel at My Table,1990-09-05,1054638.0,158.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3mws"": ""Biopic [feature]""}",3,New Zealand,1990,NZL,0.806,0.241
14566,571311,/m/02r6sh,An Angel at My Table,1990-09-05,1054638.0,158.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n34"": ""Feminist Film"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3mws"": ""Biopic [feature]""}",3,United Kingdom,1990,GBR,0.804,0.255
14583,32026934,/m/0gx1bnj,Seeking a Friend for the End of the World,2012-06-18,11734025.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06t2t"": ""Singapore"", ""/m/09pmkv"": ""Malaysia"", ""/m/03ryn"": ""Indonesia""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",1,Singapore,2012,SGP,0.92,0.078
14583,32026934,/m/0gx1bnj,Seeking a Friend for the End of the World,2012-06-18,11734025.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06t2t"": ""Singapore"", ""/m/09pmkv"": ""Malaysia"", ""/m/03ryn"": ""Indonesia""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",1,Malaysia,2012,MYS,0.78,0.275
14583,32026934,/m/0gx1bnj,Seeking a Friend for the End of the World,2012-06-18,11734025.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06t2t"": ""Singapore"", ""/m/09pmkv"": ""Malaysia"", ""/m/03ryn"": ""Indonesia""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",1,Indonesia,2012,IDN,0.678,0.491
14652,4936733,/m/0cw0m6,When Night is Falling,1996-05-05,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0hn10"": ""LGBT"", ""/m/0hj3n16"": ""Erotic Drama"", ""/m/0219x_"": ""Indie"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n34"": ""Feminist Film""}",3,Canada,1996,CAN,0.879,0.176
14700,30710768,/m/0g9prrz,What Women Want,2011-02-03,,116.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/0d05w3"": ""China""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0jdm8"": ""Remake"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",1,China,2011,CHN,0.7,0.245
14752,8737659,/m/027gy0k,Speed Racer,2008-04-28,93945766.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/01z02hx"": ""Sports"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",3,Australia,2008,AUS,0.919,0.138
14752,8737659,/m/027gy0k,Speed Racer,2008-04-28,93945766.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/01z02hx"": ""Sports"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",3,Germany,2008,DEU,0.923,0.103
14781,20344329,/m/0crt8lg,Tomie: Re-birth,2001,,95.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",3,Japan,2001,JPN,0.88,0.149
14810,22306475,/m/05t08jt,Turtles Are Surprisingly Fast Swimmers,2005,,90.0,{},"{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01z4y"": ""Comedy""}",3,Japan,2005,JPN,0.889,0.142
14896,32314211,/m/0gyvj60,World War Z,2013-06-20,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/04v3q"": ""Malta""}","{""/m/03npn"": ""Horror"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",3,Malta,2013,MLT,0.872,0.193
14961,481649,/m/02fqxm,Basic Instinct,1992-03-20,352927224.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1,France,1992,FRA,0.806,0.224
14964,1584494,/m/05dcnp,The Assassination of Richard Nixon,2004-05-17,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0b90_r"": ""Mexico""}","{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01f9r0"": ""Docudrama"", ""/m/03mqtr"": ""Political drama""}",1,Mexico,2004,MEX,0.73,0.436
15022,797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,129394835.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",3,France,2004,FRA,0.858,0.159
15022,797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,129394835.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",3,Canada,2004,CAN,0.901,0.129
15022,797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,129394835.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",3,United Kingdom,2004,GBR,0.889,0.205
15022,797798,/m/03cwwl,Resident Evil: Apocalypse,2004-09-10,129394835.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",3,Germany,2004,DEU,0.914,0.107
15084,3936140,/m/0b7l4x,Smokin' Aces,2006-12-09,57103895.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",3,France,2006,FRA,0.87,0.157
15084,3936140,/m/0b7l4x,Smokin' Aces,2006-12-09,57103895.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",3,United Kingdom,2006,GBR,0.894,0.199
15158,15033858,/m/03h5crb,Sleep Dealer,2008-01-19,,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0b90_r"": ""Mexico""}","{""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",0,Mexico,2008,MEX,0.745,0.421
15313,470943,/m/02dglg,The Triplets of Belleville,2003-11-26,14776760.0,80.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",3,France,2003,FRA,0.851,0.171
15313,470943,/m/02dglg,The Triplets of Belleville,2003-11-26,14776760.0,80.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",3,Belgium,2003,BEL,0.895,0.109
15313,470943,/m/02dglg,The Triplets of Belleville,2003-11-26,14776760.0,80.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",3,Canada,2003,CAN,0.897,0.136
15313,470943,/m/02dglg,The Triplets of Belleville,2003-11-26,14776760.0,80.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",3,United Kingdom,2003,GBR,0.878,0.208
15325,8615612,/m/0b3w_9n,Death and the Maiden,1994,2100000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/060__y"": ""Film adaptation"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02qfv5d"": ""Political thriller""}",0,France,1994,FRA,0.823,0.202
15325,8615612,/m/0b3w_9n,Death and the Maiden,1994,2100000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/060__y"": ""Film adaptation"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02qfv5d"": ""Political thriller""}",0,United Kingdom,1994,GBR,0.828,0.238
15461,22837134,/m/063zzkb,A Town Called Panic,2009-05-21,166688.0,76.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/04g61"": ""Luxembourg""}","{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/06qln"": ""Stop motion"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1,France,2009,FRA,0.872,0.129
15461,22837134,/m/063zzkb,A Town Called Panic,2009-05-21,166688.0,76.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/04g61"": ""Luxembourg""}","{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/06qln"": ""Stop motion"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1,Belgium,2009,BEL,0.91,0.096
15461,22837134,/m/063zzkb,A Town Called Panic,2009-05-21,166688.0,76.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium"", ""/m/04g61"": ""Luxembourg""}","{""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/06qln"": ""Stop motion"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1,Luxembourg,2009,LUX,0.905,0.111
15511,5791363,/m/0f4rvf,Tideland,2005-09-09,566611.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0219x_"": ""Indie"", ""/m/0hj3mxx"": ""Childhood Drama""}",3,Canada,2005,CAN,0.903,0.133
15511,5791363,/m/0f4rvf,Tideland,2005-09-09,566611.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0219x_"": ""Indie"", ""/m/0hj3mxx"": ""Childhood Drama""}",3,United Kingdom,2005,GBR,0.895,0.202
15539,31820610,/m/0gttpdf,Snow Flower and the Secret Fan,2011-06-24,11348205.0,120.0,{},"{""/m/0d05w3"": ""China""}","{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/060__y"": ""Film adaptation""}",3,China,2011,CHN,0.7,0.245
15572,10543866,/m/02qhcj5,In the Shadow of the Moon,2007-09-07,,109.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03g3w"": ""History"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}",1,United Kingdom,2007,GBR,0.897,0.197
15622,13286148,/m/03c0lrw,Heidi,1995,,49.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hcr"": ""Animation""}",3,Japan,1995,JPN,0.863,0.159
15638,33156642,/m/0h30vld,Ronal the Barbarian,2011-09-29,,90.0,"{""/m/0295r"": ""Danish Language""}","{""/m/0k6nt"": ""Denmark""}","{""/m/0dz8b"": ""Sword and sorcery"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",3,Denmark,2011,DNK,0.926,0.044
15658,29769807,/m/0fq2sjs,Joker,2012-08-30,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",3,India,2012,IND,0.598,0.571
15673,2598394,/m/07qqyb,Tekken,1990,,60.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0jxy"": ""Anime"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/0hcr"": ""Animation""}",2,Japan,1990,JPN,0.845,0.162
15698,7183180,/m/0kt_vg,They Came Back,2004,,103.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema""}",3,France,2004,FRA,0.858,0.159
15764,25244870,/m/09gb_4p,127 Hours,2010-09-04,61738797.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",3,United Kingdom,2010,GBR,0.912,0.179
15769,5790223,/m/0f4pvg,All Or Nothing,2002-10-18,,128.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",3,France,2002,FRA,0.848,0.175
15769,5790223,/m/0f4pvg,All Or Nothing,2002-10-18,,128.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",3,United Kingdom,2002,GBR,0.873,0.209
15770,3738468,/m/09y7s9,Wit,2001,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/04gm78f"": ""Medical fiction"", ""/m/015w9s"": ""Television movie""}",3,United Kingdom,2001,GBR,0.868,0.212
15832,35571053,/m/0gx8_8s,Byzantium,2012,,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy""}",3,United Kingdom,2012,GBR,0.909,0.162
15852,9544391,/m/02pjg9_,Evening,2007-06-09,20016753.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",3,Germany,2007,DEU,0.921,0.105
15938,14384820,/m/03d243x,Saw V,2008-10-23,113864059.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01q03"": ""Cult"", ""/m/01585b"": ""Slasher""}",3,Canada,2008,CAN,0.91,0.143
15977,677389,/m/0323y3,Dr. T & the Women,2000-09-12,22844291.0,118.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n0k"": ""Domestic Comedy""}",3,Germany,2000,DEU,0.889,0.133
16066,2193494,/m/06tydt,Little Voice,1998-12-04,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation""}",3,United Kingdom,1998,GBR,0.848,0.24
16093,296252,/m/01r92q,EXistenZ,1999-02-16,2840417.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02wtdps"": ""Crime Thriller""}",1,Canada,1999,CAN,0.884,0.157
16093,296252,/m/01r92q,EXistenZ,1999-02-16,2840417.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0279xh5"": ""Future noir"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02wtdps"": ""Crime Thriller""}",1,United Kingdom,1999,GBR,0.855,0.236
16181,34604303,/m/0h2jwqv,Quartet,2012,,,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",3,United Kingdom,2012,GBR,0.909,0.162
