index,negative,neutral,positive
2862137,0.37223548,0.5447,0.0830645
5283066,0.5171544,0.45292702,0.029918633
13259610,0.20182022,0.70698017,0.09119966
4199982,0.40804437,0.5090077,0.082948
14570672,0.1860692,0.66260284,0.15132795
25098041,0.4869469,0.45989317,0.05315994
1424603,0.44850442,0.47016734,0.08132828
19703899,0.22735521,0.6121974,0.16044734
12786966,0.23583761,0.64431053,0.11985189
3523090,0.64306235,0.3303938,0.026543846
20887118,0.3008759,0.6447147,0.05440932
3723154,0.1321487,0.79074544,0.07710585
2274938,0.55929214,0.42240566,0.018302228
14983036,0.1840336,0.7071508,0.10881556
3147170,0.5413509,0.41034812,0.048300967
7529479,0.2746434,0.6061606,0.11919604
29049575,0.6450744,0.33698308,0.0179424
8665259,0.41756514,0.49973455,0.08270037
31844153,0.5434152,0.39757225,0.059012562
9734319,0.27843633,0.6193321,0.10223157
10016740,0.38723055,0.5373577,0.07541175
28983795,0.018709878,0.91808,0.063210145
22829,0.11299717,0.79168963,0.09531313
9141521,0.46351317,0.49413893,0.042347964
12333653,0.62177527,0.35868242,0.01954224
34506820,0.033888996,0.40539402,0.5607169
11627124,0.43247136,0.49019545,0.07733321
1307956,0.27544147,0.64246225,0.082096234
34410222,0.095288984,0.857077,0.047634058
6009073,0.26034594,0.5989148,0.1407393
3177319,0.3455193,0.58530504,0.069175676
22457596,0.39501655,0.54175377,0.06322967
27972540,0.4000005,0.5619262,0.03807333
2906378,0.16134939,0.5904139,0.24823669
1871096,0.55213636,0.41673923,0.031124428
16898363,0.3005889,0.61472887,0.08468225
35295429,0.5963319,0.36521363,0.038454507
33743642,0.6606823,0.31629246,0.023025203
17938594,0.27026272,0.69730633,0.032430958
797330,0.37510046,0.5758128,0.049086776
26816029,0.16003571,0.780791,0.059173282
34171890,0.405391,0.52361476,0.070994206
8094606,0.7357536,0.2525851,0.01166128
3098782,0.0565255,0.5010485,0.44242597
8418734,0.117291994,0.756491,0.12621704
7171361,0.18058382,0.63379484,0.18562129
8956466,0.0054188007,0.21874604,0.7758352
7977406,0.18311179,0.68693894,0.12994924
16179846,0.31259084,0.6134612,0.07394805
19203309,0.39667955,0.5580792,0.045241244
17063416,0.055158325,0.4214008,0.5234409
15052685,0.303099,0.6518066,0.0450944
17991914,0.51875615,0.41546303,0.06578086
32136365,0.3850369,0.5799918,0.034971293
21716330,0.52896976,0.43256107,0.038469117
3192223,0.288513,0.5968436,0.11464342
6838347,0.41210246,0.522957,0.06494051
33431914,0.6090552,0.35947645,0.031468417
61494,0.23044257,0.69096625,0.078591146
3875037,0.2966276,0.64346683,0.059905574
203413,0.12283804,0.73515517,0.1420067
5981203,0.5864812,0.37208554,0.041433234
30097713,0.1561825,0.7583652,0.085452266
28822507,0.0013760104,0.15005213,0.84857184
8204853,0.33295816,0.61517316,0.051868673
4179195,0.40697512,0.5093051,0.08371977
204774,0.23952153,0.65964437,0.10083411
17049621,0.43996552,0.5148831,0.045151323
8423977,0.218243,0.6995385,0.082218386
6014959,0.24965915,0.6059945,0.14434634
35002799,0.15513341,0.7463554,0.09851112
26283768,0.44588187,0.4869763,0.06714179
4268056,0.28412816,0.60169494,0.11417684
15842654,0.23777716,0.58326215,0.17896068
5719024,0.6319885,0.34898007,0.019031473
25480074,0.26828003,0.57504183,0.15667818
9916970,0.34242746,0.58673203,0.07084051
265033,0.24759378,0.6367228,0.11568351
11102452,0.35673106,0.5650586,0.07821042
14711494,0.5165041,0.42524645,0.058249466
2155517,0.5866599,0.39142433,0.021915816
34638152,0.28818288,0.6064817,0.10533547
8764467,0.5256738,0.44647536,0.02785079
28756896,0.053863887,0.3157463,0.63038987
17643352,0.63476264,0.33948165,0.02575566
6004920,0.38411507,0.5561948,0.059690163
305909,0.477004,0.49208456,0.03091145
11236428,0.13632916,0.7662639,0.09740695
1324717,0.0935484,0.5383421,0.3681095
106352,0.07618216,0.6293844,0.29443344
26004682,0.16369283,0.69148666,0.14482051
19389514,0.04698168,0.38457543,0.5684429
24228496,0.029055346,0.44996232,0.5209823
21447744,0.5720957,0.40009984,0.027804432
24277283,0.23917478,0.66269064,0.09813456
11293276,0.25226784,0.63562727,0.112104826
16673820,0.7560392,0.22382715,0.020133587
25335991,0.4969819,0.46713725,0.035880864
5159732,0.15936767,0.5726733,0.26795903
917524,0.389934,0.55045813,0.05960787
16150645,0.12544301,0.7566309,0.117926106
33567266,0.29940933,0.5817316,0.11885913
3182458,0.27188998,0.5961634,0.1319466
14901197,0.24653493,0.6931238,0.060341258
474750,0.19997649,0.729547,0.07047644
32777283,0.58165425,0.4030123,0.015333484
6002416,0.20970938,0.57599735,0.2142933
3322205,0.290794,0.61009,0.09911596
3006994,0.6871204,0.26310992,0.04976973
9537791,0.22833161,0.6221686,0.14949971
23910715,0.31230494,0.58962375,0.09807132
45772,0.19296591,0.71024257,0.09679158
7537280,0.19403617,0.6636163,0.14234751
600008,0.15563205,0.65053266,0.19383533
15428140,0.32729527,0.5766341,0.09607061
7671792,0.42087287,0.51767635,0.061450787
5983605,0.25583228,0.6499649,0.09420285
7548602,0.14965966,0.7511636,0.099176764
33614310,0.2919044,0.6234112,0.084684454
30439611,0.85858315,0.13456187,0.006855014
14935392,0.44749692,0.5106649,0.04183822
26561332,0.15256998,0.73481596,0.11261411
5672605,0.4387487,0.5043472,0.056904066
19078967,0.008770911,0.13878717,0.8524419
5657238,0.09500497,0.7241869,0.18080813
35019319,0.03912948,0.91933817,0.04153227
29549727,0.41286093,0.55130786,0.0358312
25958067,0.28698483,0.6041262,0.10888899
3709021,0.010203258,0.360258,0.62953866
4734122,0.4857063,0.48068598,0.033607814
17193728,0.41758198,0.5128677,0.06955028
785488,0.24576597,0.60165745,0.1525766
11493672,0.75570405,0.23863067,0.0056652944
30714098,0.47275144,0.4987901,0.028458491
6215073,0.4143328,0.55828565,0.027381474
21099183,0.12274988,0.6452246,0.23202558
484102,0.4490884,0.49849287,0.05241872
4415958,0.46037447,0.4795957,0.060029894
9307052,0.2527772,0.66954625,0.07767662
17489502,0.6560639,0.3241888,0.019747382
101523,0.24176444,0.69978714,0.05844845
25223887,0.2326176,0.6520746,0.11530788
12152908,0.37469956,0.5569632,0.06833727
14060163,0.19273683,0.7644176,0.042845543
1697309,0.38693237,0.54609925,0.06696837
10014126,0.16942945,0.71340513,0.11716543
25489908,0.40844032,0.5175584,0.07400124
20627774,0.19393341,0.6065615,0.19950517
35316287,0.12788984,0.738,0.13411012
14840073,0.8567138,0.1330937,0.010192465
10395114,0.15369976,0.8063545,0.039945718
6788669,0.17846163,0.7227478,0.09879052
23805662,0.15970561,0.6074503,0.23284407
32715601,0.021181054,0.6099122,0.36890668
12494128,0.16303515,0.7353909,0.10157387
9214302,0.5475891,0.41433156,0.038079277
35131808,0.026211003,0.47915718,0.49463174
17758086,0.35639647,0.58337855,0.06022496
31805047,0.37011838,0.6081834,0.02169823
1862086,0.15346971,0.6941863,0.15234396
42861,0.31983483,0.5889423,0.0912229
23057797,0.36194116,0.5540083,0.08405054
6902699,0.2737223,0.58646953,0.13980816
5965800,0.637109,0.34563494,0.01725609
3410910,0.1615271,0.540961,0.29751188
8454631,0.5272609,0.43304718,0.039691918
35030681,0.0026933637,0.46775392,0.52955276
6551508,0.82239217,0.16452713,0.013080757
4707517,0.5084193,0.44475538,0.046825368
21674541,0.1408709,0.7574984,0.10163072
2870583,0.35576308,0.5384688,0.10576813
22541211,0.5291426,0.42749637,0.04336098
8955193,0.7668854,0.21407565,0.019038906
23268277,0.10894766,0.6773614,0.21369088
19896950,0.29600465,0.65570486,0.048290443
26340503,0.6970939,0.29615688,0.0067491983
4372744,0.1812786,0.67956984,0.1391516
1261355,0.11412754,0.7444388,0.14143354
12599417,0.11354124,0.7974056,0.08905317
7192710,0.23098889,0.6543744,0.11463671
24355979,0.37545398,0.5689297,0.05561633
1376896,0.3139355,0.58100057,0.10506402
11419319,0.25886112,0.67919225,0.061946608
21682038,0.43872872,0.53160673,0.029664563
33383946,0.3146299,0.6283395,0.057030592
161450,0.44666874,0.50290084,0.050430372
23566477,0.35049984,0.5560867,0.09341339
31832848,0.25107986,0.5913863,0.15753385
4370892,0.47759235,0.47191784,0.050489873
22834804,0.05081172,0.5597389,0.38944945
19282000,0.27527565,0.656333,0.06839134
34985021,0.40520573,0.5367253,0.058068965
1595987,0.42809832,0.51988596,0.05201577
23899512,0.40058395,0.54645735,0.052958705
3036635,0.6531837,0.30924508,0.03757121
24898518,0.401248,0.5143755,0.084376484
34431042,0.0022280759,0.07199036,0.9257816
5549799,0.403462,0.49805713,0.09848092
228355,0.36048263,0.5943533,0.04516404
8773488,0.21532242,0.7103408,0.07433678
645071,0.3448919,0.6005985,0.054509617
11192132,0.50720674,0.46384025,0.02895299
13005847,0.7134671,0.27288765,0.013645256
18520285,0.39602202,0.54031044,0.0636675
1740764,0.37244248,0.5415954,0.08596209
35586499,0.38451648,0.561961,0.05352247
26350638,0.033824895,0.81110275,0.15507238
32496356,0.44020644,0.5276256,0.032167893
3790121,0.48061776,0.48410654,0.03527572
33059077,0.17722686,0.6621513,0.1606219
1266819,0.0279202,0.6178105,0.35426936
3615688,0.42075598,0.5432636,0.035980478
31677943,0.14544174,0.6262807,0.22827755
33329567,0.25613788,0.6847018,0.059160274
3564596,0.24783254,0.657185,0.09498247
25576998,0.28737935,0.63166684,0.08095383
10552882,0.42482775,0.49473414,0.08043816
23945123,0.75622386,0.22661944,0.017156785
23438736,0.53673136,0.42748514,0.035783518
12576808,0.43854958,0.5097331,0.051717307
3067907,0.88226175,0.11117272,0.006565544
1906889,0.11877813,0.6545569,0.22666492
35014366,0.696849,0.27855602,0.024595007
32426830,0.40109363,0.5432448,0.055661596
28305369,0.44261223,0.4779375,0.07945024
9013693,0.24149469,0.5150465,0.24345881
24320501,0.36577865,0.54694134,0.08727995
22632836,0.12169838,0.84330475,0.03499678
20671625,0.24105686,0.6782849,0.08065832
7463316,0.32922113,0.5884024,0.082376525
7443928,0.64898545,0.3244847,0.02652987
24446273,0.7248458,0.25427243,0.02088175
32907230,0.14500484,0.70337045,0.15162468
35978509,0.3093715,0.60016245,0.09046605
26358395,0.44136643,0.5247419,0.03389171
20645464,0.43599245,0.5349861,0.02902143
9963622,0.6313432,0.34563926,0.023017552
5894429,0.24454193,0.60883385,0.14662425
19730179,0.8474154,0.14395986,0.008624751
26906212,0.38715166,0.5747453,0.038103033
1343628,0.36188093,0.55583334,0.08228573
26015681,0.7430228,0.24046557,0.01651161
6639909,0.63199973,0.33133447,0.036665745
30627321,0.44820896,0.5047323,0.04705873
32643768,0.11792089,0.6811124,0.20096678
5846938,0.52880496,0.43275803,0.038436916
3138227,0.6068069,0.34772062,0.045472514
5697632,0.70908546,0.27276915,0.018145354
15205867,0.46094906,0.47912458,0.059926335
15508824,0.40627423,0.5267252,0.067000605
2210286,0.41055956,0.5379304,0.05151001
27160764,0.36228997,0.5829769,0.05473315
8113966,0.39164463,0.557279,0.05107634
617769,0.38703603,0.57873917,0.034224797
14445660,0.38194817,0.5584711,0.059580706
2259030,0.23375787,0.59137255,0.1748696
11937252,0.34492764,0.5744215,0.08065083
2769852,0.5414679,0.40798056,0.050551478
4400405,0.36966765,0.5831145,0.047217876
8294126,0.4002307,0.48549214,0.11427723
3177439,0.464177,0.4731492,0.06267377
7906,0.41964895,0.5097596,0.070591494
11842746,0.30612668,0.5925019,0.101371475
8896753,0.6257621,0.35651588,0.017721979
27923824,0.4145045,0.5532413,0.032254156
11850569,0.011835221,0.70864636,0.27951837
5787450,0.372459,0.572308,0.055233005
1461417,0.18313491,0.607748,0.2091171
14143644,0.32536316,0.5935851,0.08105176
9495654,0.31087837,0.64161897,0.047502693
31140821,0.37418982,0.57629853,0.049511656
5760640,0.37693605,0.54731053,0.07575346
5937788,0.22716609,0.70894986,0.06388401
32826498,0.1894574,0.7588448,0.051697835
35012794,0.0040035686,0.10151794,0.8944785
30413149,0.3255455,0.6227983,0.051656175
2344137,0.35005122,0.5776488,0.072299935
4971555,0.34708554,0.6176291,0.035285324
17722134,0.6918584,0.28934982,0.01879174
5120572,0.16747515,0.7207959,0.1117289
26131380,0.63770926,0.35255346,0.0097372485
34540617,0.12024227,0.58590424,0.29385343
12414587,0.37638476,0.56171083,0.061904415
25540872,0.15007965,0.7624242,0.0874962
10031038,0.4373021,0.4685298,0.09416816
16047605,0.6876592,0.2987155,0.013625297
2116356,0.31004134,0.63211095,0.057847712
15060240,0.2391754,0.66973436,0.09109022
4288473,0.29270035,0.60874504,0.09855463
21600231,0.35186994,0.52148986,0.12664016
1141596,0.4260153,0.53721553,0.036769163
24972992,0.087096035,0.66831857,0.24458541
28226679,0.29572546,0.6232742,0.08100031
171545,0.3674278,0.5574168,0.07515546
14136794,0.5406382,0.41388038,0.045481462
23128400,0.2881151,0.59175104,0.1201339
3912910,0.37924895,0.5521751,0.06857594
3681139,0.66828257,0.3022979,0.029419608
2762659,0.2176684,0.71026623,0.07206538
451791,0.34703013,0.55075186,0.10221801
26364509,0.26030138,0.6776412,0.06205744
24732529,0.044267803,0.35520947,0.6005227
21388424,0.34133637,0.5198706,0.1387931
445895,0.103469506,0.75249755,0.14403296
32038154,0.51052225,0.45102593,0.0384518
456959,0.31755286,0.63607925,0.046367824
4140604,0.08474925,0.7725619,0.1426888
15127637,0.07612909,0.60999036,0.3138805
28148325,0.49269393,0.45792025,0.049385797
33334420,0.38712472,0.5368957,0.07597965
24583533,0.1369268,0.73196334,0.13110985
8302915,0.4320407,0.5311547,0.03680463
129246,0.29425853,0.6386202,0.06712126
9119884,0.24631695,0.62516487,0.1285182
859241,0.66871554,0.30145842,0.029826052
22225850,0.2433898,0.5795591,0.17705108
29460177,0.41853645,0.53149617,0.04996734
35281447,0.6272489,0.3533241,0.019426985
1226363,0.21451956,0.67790663,0.1075738
12248294,0.30584747,0.6761798,0.017972676
17957459,0.9422584,0.05378244,0.003959166
26226313,0.33177087,0.6111186,0.057110563
23790789,0.33483985,0.5760446,0.089115575
26695384,0.5184116,0.45649096,0.025097448
2295200,0.16316713,0.75387734,0.082955554
1475914,0.45715824,0.4727227,0.070119075
9693961,0.3264132,0.5958875,0.077699296
29029252,0.209282,0.65923524,0.1314828
32874019,0.33198032,0.62123036,0.04678929
11076103,0.2036508,0.64861244,0.14773677
5416532,0.31335866,0.60752255,0.07911876
19773644,0.38625574,0.51027846,0.10346581
1364238,0.3301896,0.58659154,0.083218865
4705518,0.044220064,0.6579771,0.29780275
12757619,0.5391514,0.43815508,0.022693504
19208905,0.1898696,0.7659144,0.044216022
7109992,0.06157772,0.8626973,0.075724944
512161,0.25347665,0.6434458,0.103077546
11397477,0.8873778,0.10778505,0.00483707
28887962,0.06499982,0.6927696,0.24223052
3567408,0.32514724,0.5864589,0.08839387
18624278,0.19965574,0.7187141,0.08163005
30559901,0.63303596,0.34297746,0.023986593
13891325,0.30957144,0.5419486,0.14847994
26968111,0.18617484,0.6812357,0.13258949
25754553,0.029999422,0.35014647,0.61985415
29051421,0.832901,0.1604274,0.0066716103
23960424,0.03039384,0.79620177,0.17340438
1138873,0.20812479,0.6592092,0.132666
21032415,0.5455279,0.41656327,0.037908863
14242470,0.53442746,0.4288139,0.036758587
6942838,0.29987913,0.6582121,0.041908808
16958405,0.21072243,0.6299486,0.15932894
633832,0.36272788,0.59944963,0.037822437
8249465,0.5422237,0.40651554,0.051260825
2493307,0.6349412,0.34683877,0.018220047
3384239,0.52743083,0.4413607,0.031208383
4358039,0.427016,0.51536536,0.057618693
1814089,0.15012233,0.7463605,0.10351721
27753599,0.26633602,0.6915046,0.042159334
6847340,0.10751476,0.64732224,0.24516302
16345566,0.39696988,0.5565413,0.04648872
21869908,0.4246613,0.51344806,0.06189059
3581636,0.9070936,0.08757448,0.0053319633
23925754,0.53625125,0.4380135,0.025735283
3589259,0.2571702,0.69959337,0.043236427
5579906,0.35611075,0.5887575,0.055131722
8377856,0.18484096,0.7412346,0.07392448
25065018,0.5801509,0.3984689,0.021380166
29393556,0.24997891,0.6989463,0.051074788
491757,0.3585338,0.5997834,0.041682757
350584,0.25522992,0.67913055,0.06563954
1592736,0.026852835,0.83666366,0.13648346
25888701,0.35731187,0.60468113,0.03800699
4543480,0.25200096,0.6372942,0.11070492
1238102,0.4679632,0.47763532,0.054401513
133688,0.2452621,0.6497127,0.10502522
33757322,0.115636185,0.54810756,0.33625627
9522001,0.02481772,0.55526066,0.4199216
335298,0.2568837,0.64098155,0.10213476
74868,0.28322262,0.61048913,0.10628825
13951439,0.12953345,0.6464566,0.22400993
4836072,0.260091,0.5802333,0.15967572
12250339,0.08090449,0.72824675,0.19084878
4575990,0.43855348,0.5206219,0.04082462
864614,0.27482286,0.6333872,0.09178992
3493076,0.26165086,0.61316127,0.12518786
19833487,0.18089917,0.7642896,0.054811243
27108361,0.2206487,0.72992945,0.049421865
77223,0.4413976,0.5258307,0.03277172
1195757,0.87128353,0.124794826,0.0039216434
20580166,0.2576553,0.6123632,0.1299815
26499171,0.5900564,0.37677634,0.033167217
4022937,0.12704541,0.7848853,0.088069305
12279512,0.4399213,0.4890431,0.071035616
23805085,0.4149176,0.543656,0.041426398
7520304,0.43727502,0.47619736,0.08652761
4592959,0.52794,0.42830226,0.043757748
3008149,0.060926836,0.8388814,0.100191854
34516980,0.08411538,0.51436794,0.40151665
18459346,0.31512713,0.6126706,0.0722023
24128069,0.59917814,0.35791987,0.042902056
24480838,0.32776207,0.6114543,0.060783647
28871413,0.1976019,0.63467973,0.16771838
28882106,0.77729493,0.2118993,0.010805842
15340311,0.38704047,0.5486926,0.06426692
18728031,0.3234391,0.60788864,0.06867221
9652303,0.11198842,0.6239897,0.2640218
